x 	 y 	 scale 	 response
3258
67.2062,879.823,3.24097,0.365985
1129.58,874.071,3.89898,0.365063
788.89,602.026,1.72418,0.356468
1378.6,757.892,1.94732,0.34873
1340.94,760.226,1.96319,0.348318
612.274,741.739,1.56378,0.341029
308.763,353.581,3.53619,0.340638
1365.87,758.34,1.59082,0.340216
178.854,719.603,1.62713,0.338658
601.259,742.349,1.59738,0.336996
859.305,870.563,2.06064,0.336759
1287.73,477.091,1.85493,0.336759
753.273,633.183,1.64488,0.334898
809.081,782.852,3.34564,0.329847
852.331,622.905,1.84367,0.327848
662.011,325.736,1.16654,0.321873
227.594,947.03,5.91314,0.320624
551.643,327.216,2.60597,0.319407
693.847,576.519,2.4555,0.319165
500.573,715.181,1.71841,0.316229
57.4603,815.784,3.68344,0.313361
116.589,671.718,1.7424,0.311965
1309.51,767.047,3.79331,0.311499
855.194,600.97,1.63235,0.309968
34.6473,769.28,1.3056,0.309855
676.52,730.58,1.46285,0.306854
620.955,911.222,5.53111,0.306521
143.448,833.846,3.476,0.306515
75.0133,748.395,1.81342,0.305312
385.335,397.217,1.85341,0.303591
726.242,591.54,1.27112,0.302942
195.88,771.057,1.79709,0.302799
857.565,723.287,2.3683,0.301539
918.354,271.13,1.69416,0.300627
80.7517,836.913,3.6016,0.300449
752.358,579.547,2.03342,0.300376
1248.62,765.736,1.31987,0.298729
1038.95,163.993,3.62766,0.297703
854.405,608.318,1.76068,0.297626
589.075,318.085,1.75797,0.297411
690.679,720.432,1.20409,0.297248
270.28,272.586,1.90759,0.295601
569.666,313.517,1.77279,0.295214
331.186,253.884,1.59632,0.295004
898.896,524.958,1.21754,0.294741
267.904,261.592,1.32154,0.293657
131.217,694.404,1.81162,0.291585
995.402,39.6982,1.21912,0.290973
817.179,288.655,1.26027,0.290416
83.3633,945.358,1.68356,0.290187
389.62,914.162,3.81381,0.289938
856.39,594.263,1.6149,0.288994
102.972,725.105,1.65086,0.288385
411.819,911.137,3.57001,0.287996
160.15,656.415,1.71205,0.287766
363.439,700.051,3.33589,0.286122
965.81,260.098,1.86562,0.285923
372.924,339.302,2.79082,0.285543
1160.23,354.067,2.00374,0.285294
278.274,726.988,4.00034,0.285126
597.562,734.934,1.89487,0.28457
1415.01,586.026,2.99749,0.284332
1408.17,540.004,1.61899,0.283475
132.861,812.152,4.70729,0.283255
755.743,784.891,3.36668,0.282325
1340.68,610.16,1.44397,0.282153
103.843,746.68,1.49685,0.281624
735.267,790.434,1.98063,0.281117
350.175,356.704,4.2507,0.280779
684.047,720.639,1.18719,0.280745
815.216,675.492,1.75792,0.280444
1336.6,497.808,1.89423,0.279371
1382.17,731.833,2.6232,0.278942
251.482,710.654,4.16395,0.278465
1335.22,496.721,2.33267,0.276977
1377.49,522.958,1.95663,0.2765
914.711,190.859,4.48652,0.276334
581.144,794.948,3.82989,0.275625
36.7492,838.661,3.96708,0.274868
641.402,792.961,3.41733,0.274251
172.875,770.918,2.00733,0.274117
1333.39,495.819,2.04148,0.268874
734.751,590.026,1.65144,0.268633
1211.87,403.011,1.80965,0.268531
64.3629,769.833,1.66599,0.268248
111.138,655.235,1.55282,0.267678
856.913,586.85,1.84111,0.267305
75.9272,760.445,1.46218,0.266976
478.885,670.952,1.47612,0.266781
730.582,656.955,3.56496,0.265059
693.234,636.657,1.49468,0.264966
879.254,301.248,3.41564,0.264612
82.7263,704.201,1.25357,0.264523
386.328,755.876,1.81231,0.26404
1004.07,26.1027,1.56101,0.263971
1325.9,490.858,1.80423,0.263224
1334.11,550.272,2.51987,0.262764
170.764,770.613,3.18126,0.262667
1305.33,476.964,1.66761,0.262579
682.005,793.251,2.71086,0.262555
1450.81,750.279,1.9202,0.262318
46.7477,766.631,1.48531,0.26221
457.183,280.603,1.93508,0.262116
1312.02,481.438,1.68259,0.261587
1441.68,556.72,1.87142,0.261499
190.332,611.497,1.59906,0.261261
825.724,785.116,1.35035,0.260545
449.249,429.002,1.65242,0.260223
95.579,705.248,1.95397,0.259479
1037.38,149.67,1.49057,0.258768
969.88,179.218,5.50094,0.258578
990.035,21.5219,7.30586,0.258334
892.201,81.735,1.5581,0.258139
1256.05,505.475,2.20147,0.258039
19.9813,754.014,1.73927,0.257158
718.705,592.551,1.63784,0.257058
802.636,676.24,1.7166,0.256933
751.84,587.33,1.53405,0.255957
866.318,546.88,1.38752,0.255059
1440.92,762.304,1.54637,0.252205
1402.83,537.013,2.12427,0.251895
1416.19,592.184,1.89591,0.250586
1105.05,697.79,3.23435,0.250569
543.929,377.457,3.28157,0.250322
1228.14,416.963,1.5968,0.249972
675.902,802.092,1.4672,0.249576
436.419,761.552,3.90913,0.24932
586.323,622.969,1.91054,0.249114
714.183,592.979,1.93071,0.247649
644.354,774.56,1.58324,0.246951
744.235,580.857,1.87524,0.246276
1110.8,394.976,1.73604,0.24581
638.235,664.204,1.39464,0.245546
715.963,588.053,6.94556,0.244604
205.085,938.966,1.74461,0.244576
642.329,830.24,3.02254,0.244476
220.941,557.92,1.55215,0.243894
102.343,779.009,1.84727,0.243802
824.7,722.031,1.78719,0.243693
361.82,507.223,1.75299,0.243436
82.9893,781.13,1.98095,0.243284
683.731,591.182,1.65532,0.243086
741.822,588.897,1.47975,0.242196
1294.1,468.806,1.66858,0.242191
371.292,354.447,2.01377,0.242147
931.794,643.764,6.23797,0.241509
1397.28,533.927,2.12537,0.239712
464.207,760.662,1.84628,0.239256
582.132,833.903,3.16459,0.238854
806.776,663.941,1.45047,0.238574
556.399,375.238,1.74947,0.238445
608.088,361.993,5.05054,0.237874
639.949,683.864,1.99371,0.237332
67.1972,825.443,1.77985,0.236563
1103.63,431.989,3.3316,0.235775
1229.9,424.309,6.87327,0.235463
752.472,838.912,2.97619,0.235213
371.11,355.964,2.58379,0.235105
274.916,366.094,1.48883,0.234762
824.054,747.406,2.80767,0.234593
1219.63,421.91,3.69077,0.234373
1391.57,530.798,2.25221,0.232608
109.65,660.885,1.78157,0.23188
497.69,686.298,5.54901,0.23175
81.4409,780.943,2.73217,0.231263
553.796,595.653,1.35168,0.231049
886.693,611.851,1.62881,0.229985
269.173,279.988,1.55896,0.22829
1188.62,446.166,7.7654,0.227572
878.471,582.045,3.39288,0.227221
